DESCRIPCION|CODCIE9_1|CODCIE9_2|URGENCIA
GASTRITIS SUPERFICIAL|535.40||0
GASTRITIS SUPERFICIAL DE REFLUJO|535.40|530.81|0
GASTRITIS YATROGENA|535.40|E947.9|0
GASTRITIS YATROGENICA|535.40|E947.9|0
GASTRITIS 2º A AINES|535.40|E935.9|0
GASTRITIS-DUODENITIS|535.50|535.60|0
GASTRITIS-ESOFAGITIS|530.10|535.50|0
GASTRODUODENITIS|535.50||0
GASTRODUODENITIS EROSIVA|535.40||0
GASTROENTERITIS|558.9||0
GASTROENTERITIS.|558.9||0
GASTROENTERITIS AGUDA|558.9||0
GASTROENTERITIS AGUDA|009.1||1
GASTROENTERITIS AGUDA.|558.9||0
GASTROENTERITIS AGUDA AUTOLIMITADA|558.9||0
GASTROENTERITIS AGUDA.ILEO SECUNDARIO|558.9|560.1|0
GASTROENTERITIS CRONICA|558.9||0
GASTROENTERITIS EN RESOLUCION|558.9||0
GASTROENTERITIS INFECCIOSA|009.0||0
GASTROENTERITIS POR ROTAVIRUS|008.61||0
GASTROENTERITIS VIRAL|008.8||0
GASTROENTERITIS 558|558.9||0
GASTROENTEROPATIA DIABETICA|250.60|536.3|0
GASTROPATIA|537.9||0
GASTROPATIA CONGESTIVA LEVE|537.89||0
GASTROPATIA CRONICA|535.10||0
GASTROPATIA HIPERTENSIVA|537.9|401.9|0
GASTROPATIA LEVE|537.9||0
GASTROPATIA MEDICAMENTOSA|536.9|E947.9|0
GASTROPATIA POR AINE|536.9|E935.9|0
GASTROPATIA POR AINES|536.9|E935.9|0
GASTROPATIA POR CORTICOIDES|536.9|E932.0|0
GASTROPROTECCION|V07.39||0
GBA|790.6||0
G.E.A|558.9||0
G.E.A.|558.9||0
GEA|558.9||0
GEA.|558.9||0
GEA CRONICA|558.9||0
GEA DE POSIBLE ETIOLOGIA VIRICA|558.9||0
GEA IATROGENICA|558.2|E947.9|0
GEA POR SALMONELLA|003.0||0
GEA VIRICA|008.8||0
GENU VALGO|736.41||0
GENU VALGO ARTROSICO|736.41|715.36|0
GENU VALGO BILATERAL|736.41||0
GENU VALGUS|736.41||0
GENU VALGUS ARTROSICO|736.41|715.36|0
GENU VARO|736.42||0
GENU VARO ARTROSICO|736.42|715.36|0
GENU VARO ARTROSICO IZDO|736.42|715.36|0
GENU VARO BILATERAL|736.42||0
GENU VARO DERECHO|736.42||0
GENU VARO DISTROFICO|736.42||0
GENU VARO RODILLA IZQ|736.42||0
GENU-VARO|736.42||0
GESTACION|V22.2||0
GESTACION.|V22.2||0
GESTACION CON MOVIMIENTOS FETALES NORMAL|V22.2||0
GESTACION DE ALTO RIESGO|V23.9||0
GESTACION DE EVOLUCION|V22.2||0
GESTACION DE EVOLUCION NORMAL|V22.1||0
GESTACION DE 11 SEMANAS|V22.2||0
GESTACION DE 20 SEMANAS|V22.2||0
GESTACION DE 24 SEMANAS|V22.2||0
GESTACION DE 33 SEMANAS|V22.2||0
GESTACION DE 37 SEMANAS|V22.2||0
GESTACION DE 5 SEMANAS|V22.2||0
GESTACION DE 8 MESES|V22.2||0
GESTACION ECTOPICA|633.9||0
GESTACION EN CURSO|V22.2||0
GESTACION EVOLUTIVA|V22.2||0
GESTACION FUR 17-03-00|V22.2||0
GESTACION FUR; 25/12/98|V22.2||0
GESTACION; FUR; 9/2/99|V22.2||0
GESTACION ;FUR;26/10/98|V22.2||0
GESTACION INTERRUMPIDA|637.90||0
GESTACION NO EVOLUTIVA|637.90||0
GESTACION NORMAL|V22.1||0
GESTACION NORMAL DE 36 SEMANAS|V22.1||0
GESTACION POSITIVA|V22.2||0
GESTACION QUE SIGUEN EN ALTO RIESGO|V23.9||0
GESTANTE|V22.2||0
GESTOSIS|642.43||0
GGT ELEVADA|790.5||0
GIARDIASIS|007.1||0
GILBERT|277.4||0
GINECOMASTIA|611.1||0
GINECOMASTIA DERECHA|611.1||0
GINECOMASTIA IATROGENICA|611.1|E947.9|0
GINECOMASTIA IZDA|611.1||0
GINECOMASTIA IZQUIERDA|611.1||0
GINECOMASTIA IZQUIERDA CON MASTODINIA|611.1|611.71|0
GINECOMASTIA UNILATERAL|611.1||0
GINECOMASTIA 2 ª ESPIRONOLACTONA|611.1|E944.4|0
GINGIVITIS|523.1||0
GINGIVITIS.|523.1||0
GINGIVITIS AGUDA|523.0||1
GINGIVITIS AGUDA|523.0||0
GINGIVITIS AGUDA.|523.0||0
GINGIVITIS HEMORRAGICA|523.1||0
GINGIVITIS LEVE|523.1||0
GINGIVITIS POSTRAUMATICA|523.1|E928.9|0
GINGIVOESTOMATITIS|523.1||0
GINGIVO-ESTOMATITIS AGUDA|523.1||0
GINGIVOESTOMATITIS AGUDA|523.1||0
GINGIVOESTOMATITIS HERPETICA|054.2||0
GLAUCOMA|365.9||0
GLAUCOMA|365.9||1
GLAUCOMA.|365.9||0
GLAUCOMA ABSOLUTO O.I.|360.42||0
GLAUCOMA AFAQUICO CRONICO|365.11||0
GLAUCOMA AGUDO|365.22||0
GLAUCOMA AGUDO EN O.I|365.9||0
GLAUCOMA AGUDO OJO IZQ|365.22||0
GLAUCOMA AMBOS OJOS|365.9||0
GLAUCOMA ANGULO ABIERTO|365.10||0
GLAUCOMA ANGULO ESTRECHO|365.20||0
GLAUCOMA ANGULO ESTRECHO BILATERAL|365.20||0
GLAUCOMA BILATERAL|365.9||0
GLAUCOMA BILATERAL CRONICO|365.11||0
GLAUCOMA -CATARATAS|365.9|366.9|0
GLAUCOMA CONGENITO|743.20||0
GLAUCOMA CRONICA|365.11||0
GLAUCOMA CRONICO|365.11||0
GLAUCOMA CRONICO.|365.11||0
GLAUCOMA CRONICO ANGULO ABIERTO|365.11||0
GLAUCOMA CRONICO BILATERAL|365.11||0
GLAUCOMA CRONICO BILATERAL TERMINAL|365.11||0
GLAUCOMA CRONICO DE ANGULO ABIERTO|365.11||0
GLAUCOMA CRONICO IZDO|365.11||0
GLAUCOMA CRONICO SIMPLE|365.11||0
GLAUCOMA DE ANGULO ABIERTO|365.10||0
GLAUCOMA DE ANGULO CERRADO|365.20||0
GLAUCOMA DE ANGULO ESTRECHO|365.20||0
GLAUCOMA EN OJO DERECHO|365.9||0
GLAUCOMA INTERVENIDO|V45.6||0
GLAUCOMA NEOVASCULAR|365.63||0
GLAUCOMA OCULAR|365.9||0
GLAUCOMA O.D.|365.9||0
GLAUCOMA O.I.|365.9||0
GLAUCOMA OI|365.9||0
GLAUCOMA OJO DERECHO|365.9||0
GLAUCOMA OJO ,IZDO|365.9||0
GLAUCOMA OJO IZQ|365.9||0
GLAUCOMA OJO IZQ.|365.9||0
GLAUCOMA OJO IZQUIERDO|365.9||0
GLAUCOMA PARA EL QUE NO TIENE REVISIONES|365.9||0
GLAUCOMA PIGMENTARIO AMBOS OJOS|365.13||0
GLAUCOMA Y CATARATA|365.9|366.9|0
GLAUCOMA-CATARATAS|365.9|366.9|0
GLICEMIA|790.6||0
GLIOBLASTOMA MULTIFORME|191.9||0
GLIOBLASTOMA MULTIFORME EN FASE TERMINAL|191.9||0
GLIOBLASTOMA MULTIFORME IV FRONTOPARIETAL|191.1||0
GLIOMA FRONTAL|191.1||0
GLIOMA FRONTAL EN ALAS DE MARIPOSA|191.1||0
GLIOMA MALIGNO EN ALAS DE MARIPOSA|191.9||0
GLOBO VESICAL.|788.20||0
GLOMERULOESCLEROSIS FOCAL Y SEGMENTARIA|582.1||0
GLOMERULONEFRITIS.|583.9||0
GLOMERULONEFRITIS A FILIAR|583.9||0
GLOMERULONEFRITIS IG A (BERGER)|583.2||0
GLOMERULONEFRITIS LUPICA MEMBRANOSA|710.0|583.81|0
GLOMERULONEFRITIS MEMBRANOSA|583.1||0
GLOMERULONEFRITIS/NEFROSIS|583.9||0
GLOSITIS|529.0||0
GLOSITIS A FILIAR|529.0||0
GLOSITIS AGUDA|529.0||0
GLOSITIS CANDIDIASICA|112.0||0
GLOSITIS CRONICA|529.0||0
GLOSODINIA|529.6||0
GLUCEMIA ALTA|790.6||0
GLUCEMIA ALTERADA|790.6||0
GLUCEMIA BASAL ALTA|790.6||0
GLUCEMIA BASAL ALTERADA|790.6||0
GLUCEMIA BASAL ALTERADA.|790.6||0
GLUCEMIA BASAL ALTERADA 125|790.6||0
GLUCEMIA BASAL ANOMALA|790.6||0
GLUCEMIA BASAL ELEVADA|790.6||0
GLUCEMIA CAPILAR ALTA|790.6||0
GLUCEMIA ELEVADA|790.6||0
GLUCEMIA EN AYUNAS ANOMALA|790.6||0
GLUCEMIAS ALTAS|790.6||0
GLUCEMIAS ALTAS< DE 140|790.6||0
GLUCEMIAS ALTAS DE 140|790.6||0
GLUCOSA BASAL ALTERADA|790.6||0
GLUCOSA BASAL ANOMALA|790.6||0
GLUCOSURIA|791.5||0
GLUCOSURIA DE 300|791.5||0
GLUCOSURIA RENAL|271.4||0
GOLONDRINO|680.3||0
GOLPE CALOR|992.0|E900.0|0
GOLPE DE CALOR|992.0||1
GOLPE DE CALOR|992.0|E900.0|0
GOLPE DEDO MANO DERECHA|923.3||0
GOLPE EN CEJA .CURAS.|873.42|V58.3|0
GOLPE EN LA NARIZ|920||0
GONAGRA|274.0||0
GONALGIA|719.46||0
GONALGIA AGUDA|719.46||0
GONALGIA AGUDA.|719.46||0
GONALGIA AMBAS RODILLAS|719.46||0
GONALGIA BILATERAL|719.46||0
GONALGIA BILATERAL.|719.46||0
GONALGIA CRONICA|719.46||0
GONALGIA CRONICA.|719.46||0
GONALGIA DCHA|719.46||0
GONALGIA DCHA MECANICA|719.46||0
GONALGIA DCHA TRAS TRAUMATISMO|719.46|E928.9|0
GONALGIA DERECHA|719.46||0
GONALGIA DERECHA,|719.46||0
GONALGIA DERECHA.|719.46||0
GONALGIA DERECHA. DOLOR MECANICO.|719.46||0
GONALGIA DERECHA MECANICA|719.46||0
GONALGIA DERECHA NO TRAUMATICA|719.46|E928.9|0
GONALGIA DERECHA POSTRAUMATICA.|719.46|E928.9|0
GONALGIA DERECHA Y EPICONDILITIS IZDA|719.46|726.32|0
GONALGIA EN ESTUDIO|719.46||0
GONALGIA FEMOROPATELAR|719.46||0
GONALGIA IZ|719.46||0
GONALGIA IZ.|719.46||0
GONALGIA IZDA|719.46||0
GONALGIA IZDA MECANICA|719.46||0
GONALGIA IZDA-IT|719.46||0
GONALGIA IZQ|719.46||0
GONALGIA IZQ.|719.46||0
GONALGIA IZQDA|719.46||0
GONALGIA IZQUIERDA|719.46||0
GONALGIA IZQUIERDA.|719.46||0
GONALGIA IZQUIERDA EN ESTUDIO|719.46||0
GONALGIA IZQUIERDA MECANICA|719.46||0
GONALGIA IZQUIERDA POR ARTROSIS|715.36||0
GONALGIA IZQUIERDA POSTRAUMATICA|719.46||0
GONALGIA MECANICA|719.46||0
GONALGIA MECANICA DERECHA|719.46||0
GONALGIA POR GONARTROSIS|715.36||0
GONALGIA POST TRAUMATICA|719.46||0
GONALGIA POSTFRACTURA ROTULA|719.46|905.4|0
GONALGIA POSTRAUMATICA|719.46||0
GONALGIA POSTRAUMATICA.|719.46||0
GONALGIA, REVISION|719.46||0
GONALGIA RODILLA IZDA|719.46||0
GONALGIA RODILLA IZQUIERDA|719.46||0
GONALGIA TRAUMATICA|719.46||0
GONALGIA TRAUMATICA IZQUIERDA|719.46|E928.9|0
GONALGIA Y COXALGIA IZDA|719.49||0
GONALGIA Y LUMBALGIA CONTINUA|719.46|724.2|0
GONALGIAS|719.46||0
GONALGIAS BILATERALES|719.46||0
GONARTRALGIA|719.46||0
GONARTRIA|719.46||0
GONARTRIA DERECHA|719.46||0
GONARTRITIS|716.96||0
GONARTRITIS DERECHA|716.96||0
GONARTRITIS IZDA|716.96||0
GONARTRITIS IZQ|716.96||0
GONARTRITIS IZQUIERDA|716.96||0
GONARTRITIS IZQUIERDA.|716.96||0
GONARTROSIS|715.36||0
GONARTROSIS.|715.36||0
GONARTROSIS (ACONSEJAN CIRUGIA)|715.36||0
GONARTROSIS AMBAS RODILLAS|715.36||0
GONARTROSIS AVANZADA BILATERAL|715.36||0
GONARTROSIS BILAT.|715.36||0
GONARTROSIS BILAT AFECT. FEMOROPATELAR|715.36||0
GONARTROSIS BILAT. CON AFECTACION PATELA|715.36||0
GONARTROSIS BILATERAL|715.36||0
GONARTROSIS BILATERAL.|715.36||0
GONARTROSIS BILATERAL ESTADIO QUIRURGICO|715.36||0
GONARTROSIS BILATERAL INTERVENIDA|V67.0||0
GONARTROSIS BILATERAL INTERVENIDAS|V67.0||0
GONARTROSIS BILATERAL LEVE|715.36||0
GONARTROSIS BILATERAL MEDIA|715.36||0
GONARTROSIS BILATERAL SEVERA|715.36||0
GONARTROSIS BILATERAL-OSTEOPOROSIS SENIL|715.36|733.01|0
GONARTROSIS. CONDROCALCINOSIS|715.36|712.30|0
GONARTROSIS COXARTROSIS ESTADIO QCO.|715.89||0
GONARTROSIS DE RODILLA|715.36||0
GONARTROSIS DE RODILLA II-III|715.36||0
GONARTROSIS DER. INTERVENIDA|V67.0||0
GONARTROSIS DERCHA|715.36||0
GONARTROSIS DERECHA|715.36||0
GONARTROSIS DERECHA.|715.36||0
GONARTROSIS DERECHA EN ESTADIO QCO|715.36||0
GONARTROSIS DERECHA SEVERA|715.36||0
GONARTROSIS EN ESTADIO QCO.|715.36||0
GONARTROSIS EN ESTADIO QUIRURGICO|715.36||0
GONARTROSIS EN FASE AGUDIZACION|715.36||0
GONARTROSIS EN FASE ALGICA|715.36||0
GONARTROSIS EN TRATAMIENTO|715.36||0
GONARTROSIS EVOLUCIONADA.|715.36||0
GONARTROSIS FEMORO-PATELAR|715.36||0
GONARTROSIS FEMOROPATELAR|715.36||0
GONARTROSIS FEMOROPATELAR BILATERAL|715.36||0
GONARTROSIS GRADO I|715.36||0
GONARTROSIS GRADO II|715.36||0
GONARTROSIS GRADO III|715.36||0
GONARTROSIS GRADO II-III BILATERAL|715.36||0
GONARTROSIS GRADO III-IV|715.36||0
GONARTROSIS III/IV|715.36||0
GONARTROSIS INCIPIENTE|715.36||0
GONARTROSIS INCIPIENTE.|715.36||0
GONARTROSIS INICIAL|715.36||0
GONARTROSIS INTENSA DERECHA|715.36||0
GONARTROSIS INTERVENIDA|V67.0||0
GONARTROSIS INTERVENIDA.|V67.0||0
GONARTROSIS INVALIDANTE|715.36||0
GONARTROSIS IZDA|715.36||0
GONARTROSIS IZDA.|715.36||0
GONARTROSIS IZQ|715.36||0
GONARTROSIS IZQ. EN ESTADIO QCO.|715.36||0
GONARTROSIS IZQ. INTERVENIDA|V67.0||0
GONARTROSIS IZQUIERDA|715.36||0
GONARTROSIS IZQUIERDA.|715.36||0
GONARTROSIS IZQUIERDA SEVERA|715.36||0
GONARTROSIS LEVE|715.36||0
GONARTROSIS LIGERA|715.36||0
GONARTROSIS MODERADA FEMOROPATELAR|715.36||0
GONARTROSIS POSTRAUMATICA|716.16||0
GONARTROSIS QUIRURGICA|V67.0||0
GONARTROSIS QUIRURGICA IZQ.|V67.0||0
GONARTROSIS RODILLA|715.36||0
GONARTROSIS RODILLA DERECHA|715.36||0
GONARTROSIS RODILLA IZ|715.36||0
GONARTROSIS RODILLA IZDA|715.36||0
GONARTROSIS RODILLA IZQUIERDA|715.36||0
GONARTROSIS SEVERA|715.36||0
GONARTROSIS SEVERA BILATERAL|715.36||0
GONARTROSIS VARO|715.36|736.42|0
GONARTROSIS Y COXARTROSIS BILATERAL|715.89||0
GONARTROSIS Y ESPONDILOARTROSIS|715.36|721.90|0
GONARTROSIS Y MENISCOPATIA DCHA.|715.36|717.5|0
GONARTROSIS.COXARTROSIS.|715.89||0
GONARTROSIS.DERRAME ARTICULAR.|715.36|719.00|0
GONARTROSIS-GENU VARO|715.36|736.42|0
GONARTROSIS-HALLUX VALGUS|715.36|735.0|0
GONARTROSIS.OSTEOPENIA|715.36||0
GONOCOCIA|098.0||0
GONORREA|98||1
GOTA|274||1
GOTA|274.9||0
GOTA.|274.9||0
GOTA , HIPERURICEMIA|274.9||0
GOTA AGUDA|274.9||0
GOTA CRONICA|274.9||0
GOTA E HIPERURICEMIA|274.9||0
GOTA EN RODILLA DERECHA|274.0||0
GOTA POLIARTICULAR|274.0||0
GOTA POR DIURETICOS|274.9|E944.4|0
GOTA URICA|274.9||0
GOTA.HIPERURICEMIA|274.9||0
GPT ELEVADA|790.4||0
GRAN ADENOMA PROSTATICO|600||0
GRAN MAL|345.10||0
GRAN QUISTE SACRO LEPTOMENINGEO TIPO III|685.1||0
GRANO INFECTADO|686.9||0
GRANO INFECTADO EN REGION CILIAR DCHA.|686.9||0
GRANOS PERIORBITARIOS|709.8||0
GRANULOMA|686.1||0
GRANULOMA ANULAR|695.89||0
GRANULOMA CUERPO EXTRAÑO|709.4||0
GRANULOMA CUIDADOS POSQUIRURGICOS|V67.0||0
GRANULOMA EN CARA|686.1||0
GRANULOMA EN CICATRIZ DE CESAREA|709.2||0
GRANULOMA EN ENCIA|523.8||0
GRANULOMA EN ESPALDA|686.1||0
GRANULOMA EN LECHO UNGUEAL 2º DEDO|709.4||0
GRANULOMA ENCIA|523.8||0
GRANULOMA GENITALES|686.1||0
GRANULOMA GINGIVAL|523.8||0
GRANULOMA HEPATICO CALCIFICADO|572.8||0
GRANULOMA PARAUNGUEAL|703.8||0
GRANULOMA PIOGENO|686.1||0
GRANULOMA PULMONAR|515||0
GRANULOMA UÑA PRIMER DEDO|703.8||0
GRANULOMAS CALCIFICADOS HEPATICOS|572.8||0
GRAVES BASEDOW|242.00||0
GRAVES BASEDOW TRATADO|242.00||0
GRAVES-BASEDOW|242.00||0
GRIETA EN TALON|709.8||0
GRIETA LABIO INFERIOR|528.5||0
GRIETAS DEDOS|709.8||0
GRIETAS DEDOS MANOS Y TALONES|709.8||0
GRIETAS EN AMBOS PEZONES|611.2||0
GRIETAS EN DEDOS DE LA MANO|709.8||0
GRIETAS EN GLANDE|607.89||0
GRIETAS EN LABIO INFERIOR|528.5||0
GRIETAS EN LOS TALONES|709.8||0
GRIETAS EN MANOS|709.8||0
GRIETAS EN PIE|709.8||0
GRIETAS EN PIES|709.8||0
GRIETAS EN PLANTA DEL PIE|709.8||0
GRIETAS EN TALON|709.8||0
GRIETAS EN TALONES|709.8||0
GRIETAS (FISURAS) EN PEZON (en puerperio)|676.1||1
GRIETAS INGUINAL DERECHA|709.8||0
GRIETAS PLANTAS PIES|709.8||0
GRIETAS TALON|709.8||0
GRIETAS TALON DERECHO|709.8||0
GRIETAS TALONES|709.8||0
GRIPAL|487.1||0
GRIPE|487||1
GRIPE|487.1||0
GRIPE.|487.1||0
GRIPE A (H1N1)|488.1|0|0
GRIPE. BAJA LABORAL.|487.1|V68.0|0
GRIPE COMPLICADA|487.1||0
GRIPE (DEMOSTRADA), SIN NEUMONIA|487.1||0
GRIPE. ILT.|487.1||0
H. DE HIATO|553.3||0
H DISCAL INTERVENIDA|V67.0||0
H. HIATAL|553.3||0
H HIATAL._ ESOFAGITIS II|553.3|530.10|0
H HIATAL. ESOFAGITIS II|553.3|530.10|0
H. HIATO|553.3||0
H. HIATO.|553.3||0
H. HIATO. ESOFAGITIS.|553.3|530.10|0
H. HIATO NO COMPLICADA.|553.3||0
H I V EN ESTADIO A1|042||0
H. PYLORI|041.86||0
H T A|401.9||0
H T A BIEN CONTROLADA|401.9||0
HA COMENZADO LA HEMODIALISIS|V45.1||0
HABITO ASTENICO|780.7||0
HABITO INTESTINAL ESTREÑIDO|564.0||0
HABLA DIFICULTOSA|784.5||0
HABLA DIFICULTOSA Y LENTA|784.5||0
HABLA DIFICULTOSA Y LENTA CON DISNEA|784.5|786.09|0
HABLA LENTA|784.5||0
HABONES|708.9||0
HALITOSIS|784.9||0
HALITOSIS Y ODINOFAGIA|784.9|787.2|0
HALLAZGOS ANORMALES EN PRUEBAS URINARIAS|791.9||0
HALLUS VALGUS|735.0||0
HALLUS VALGUS BILATERAL|735.0||0
HALLUS VALGUS INTERVENIDA|V67.0||0
HALLUS VALGUS PIE DERECHO|735.0||0
HALLUS VALGUS PIE IZQ|735.0||0
HALLUX RIGIDO|735.2||0
HALLUX RIGIDUS|735.2||0
HALLUX VALGO INTERVENIDO|V67.0||0
HALLUX VALGUS|735.0||0
HALLUX VALGUS AMBOS PIES|735.0||0
HALLUX VALGUS BILATERAL|735.0||0
HALLUX VALGUS BILATERAL INTERVENIDO|V67.0||0
HALLUX VALGUS BILATERAL JUVENIL|735.0||0
HALLUX VALGUS CUIDADOS POSQUIRURGICOS|V67.0||0
HALLUX VALGUS DCHO|735.0||0
HALLUX VALGUS DECH INTERVENIDO|V67.0||0
HALLUX VALGUS DERECHO INTERVENIDO 97|V67.0||0
HALLUX VALGUS EN PIE IZQ|735.0||0
HALLUX VALGUS INFECTADO|735.0||0
HALLUX VALGUS INTERVENIDO|V67.0||0
HALLUX VALGUS IZQUIERDO|735.0||0
HALLUX VALGUS PIE DCHO|735.0||0
HALLUX VALGUS PIE DERECHO|735.0||0
HALLUX VALGUS PIE IZ|735.0||0
HALLUX VALGUS PIE IZ INTERVENIDO|V67.0||0
HALLUX VALGUS PIE IZDO INTERVENIDO|V67.0||0
HALLUX VALGUS PIE IZQUIERDO|735.0||0
HALLUX VALGUS PIE IZQUIERDO.|735.0||0
HALLUX VALGUS.ESPOLON PLANTAR|735.0|726.73|0
HAMBRE CONSTANTE|783.6||0
HANSEN|030.9||0
HANSEN INACTIVO|V12.09||0
HB DE PROSTATA|600||0
HB PROSTATA|600||0
HBP|600||0
H.B.P GRADO I|600||0
HBP LIGERA VEJIGA DE ESFUERZO|600||0
HBS AG (+)|V02.6||0
HBS AG+,ANTI HBC+|V02.6||0
HDA|578.0||0
H.D.A - 1990 -|578.0||0
HDA. ANGIODISPLASIA PREPILORICA Y DUODENAL|537.83||0
HDA AUTOLIMITADA|578.0||0
HDA AUTOLIMITADA.|578.0||0
HDA ESOFAGITIS PEPTICA G III/IV|530.10|578.0|0
HDA LEVE POR SD. DE MALLORY-WEISS|530.7||0
HDA MALLORY-WEISS|530.7||0
HDA( NO OBJETIVADA CAUSA)|578.0||0
H.D.A. POR AINES|578.9|E935.9|0
HDA POR AINES|578.9|E935.9|0
HDA POR GASTROPATIA PAULOEROSIVA|535.41||0
HDA POR MALLORY-WEISS|530.7||0
HDA POR ULCERA DUODENAL|532.40||0
HDA POR ULCUS|533.40||0
HDA POR ULCUS.|533.40||0
H.D.A. POR ULCUS BULBAR|532.40||0
HDA POR ULCUS BULBAR|532.40||0
HDA POR ULCUS. DUODENAL|532.40||0
HDA POR ULCUS DUODENAL|532.40||0
HDA POR ULCUS DUODENAL EN 1982|532.40||0
HDA POR ULCUS EN 5 OCASIONES|533.40||0
HDA POR ULCUS GASTRICO|531.40||0
HDA POR ULCUS PILORICO|532.40||0
HDA POR ULCUS PREPILORICO TOMA AAS|531.40||0
HDA POR VARICES ESOFAGICAS|456.0||0
HDA, ULCERA DUODENO|532.40||0
HDA. ULCUS DUODENAL E HIPERTRANSAMINASEMIA|532.00|790.4|0
HDA ULCUS GASTRICO ,GASTRITIS EROSIVA|531.40|535.4|0
HDA YATROGENICA|578.9|E947.9|0
HDA 94|578.0||0
HDA 97|578.0||0
HECES MELENICAS|578.1||0
HECES NEGRAS POR HIERRO ORAL|792.1|E947.9|0
HELICOBACTER PILORI|041.86||0
HELICOBACTER PILORI POSITIVO|041.86||0
HELICOBACTER POSITIVO|041.86||0
HELMINTIASIS|128.9||0
HELMINTIASIS INTESTINAL|127.9||1
HEMANGIOMA|228.00||0
HEMANGIOMA HEPATICO|228.04||0
HEMANGIOMA IV VENTRICULO|228.02||0
HEMANGIOMA LABIAL|228.01||0
HEMANGIOMA PIE|228.01||0
HEMANGIOMA PIERNA DERECHA|228.01||0
HEMANGIOMA VERTEBRAL|228.09||0
HEMANGIOMAS|228.00||0
HEMANGIOPERICITOMA BENIGNO DEDO.|238.1||0
HEMARTROS|719.10||0
HEMARTROS RODILLA DCHA|719.16||0
HEMARTROS RODILLA DCHA.|719.16||0
HEMATEMESIS|578.0||0
HEMATOMA|924.9||0
HEMATOMA BRAZO IZQ|923.03||0
HEMATOMA CEREBRAL|853.00||0
HEMATOMA CODO IZ|923.11||0
HEMATOMA EN DEDO DEL PIE.|924.3||0
HEMATOMA EN HERIDA QUIRURGICA|998.1||0
HEMATOMA EN HUMOR VITREO|379.23||0
HEMATOMA EN LENGUA|920||0
HEMATOMA EN MANO|923.20||0
HEMATOMA EN OREJA|380.31||1
HEMATOMA EN PIE|924.20||0
HEMATOMA EN PIERNA|924.5||0
HEMATOMA EPIDURAL|852.40||0
HEMATOMA EPIDURAL OCCIPITAL DERECHO|852.40||0
HEMATOMA ESPONTANEO|782.7||0
HEMATOMA FOSA TEMPORAL IZQUIERDO|853.00||0
HEMATOMA FRONTAL CONTAMINADO|920||0
HEMATOMA FRONTOPARIETAL IZQ|920||0
HEMATOMA GLUTEO|922.3||0
HEMATOMA GLUTEO IZDO|922.3||0
HEMATOMA GLUTEO ORGANIZADO|922.3||0
HEMATOMA INTENSO CODO IZDO POSTRAUMATICO|923.11||0
HEMATOMA INTRAPARENQUIMATOSO|853.00||0
HEMATOMA MID|924.5||0
HEMATOMA MUSLO DERECHO|924.00||0
HEMATOMA MUSLO IZQUIERDO|924.00||0
HEMATOMA ORBITARIO IZQ|376.32||0
HEMATOMA PALPEBRAL|921.1||0
HEMATOMA PARENQUIMATOSO OCCIPITAL. IZQ.|853.0||0
HEMATOMA PARIETOTEMPORAL|920||0
HEMATOMA PARPADO INFERIOR|921.1||0
HEMATOMA PERIORBITARIO|918.0||0
HEMATOMA PIE DERECHO|924.20||0
HEMATOMA PIE IZ|924.20||0
HEMATOMA PIERNA DERECHA.|924.5||0
HEMATOMA PIERNA IZ|924.5||0
HEMATOMA POR INYECCION|998.1||0
HEMATOMA POST INYECCION|998.1||0
HEMATOMA POSTCONTUSION|924.9||0
HEMATOMA POSTQUIRURGICO|998.1||0
HEMATOMA POSTRAUMATICO|924.9||0
HEMATOMA POSTRAUMATICO EN GLUTEO IZDO.|922.3||0
HEMATOMA QUISTIFICADO|924.9||0
HEMATOMA RAIZ MUSLO IZQUIERDO.|924.00||0
HEMATOMA RODILLA|924.11||0
HEMATOMA RODILLA IZQ|924.11||0
HEMATOMA SUBAPONEUROTICO|924.9||0
HEMATOMA SUBCUTANEO|924.9||0
HEMATOMA SUBDURAL|432.1||1
HEMATOMA SUBUNGUEAL|924.9||0
HEMATOMA SUBUNGUEAL DEDO PIE|924.3||0
HEMATOMA SUBUNGUEAL DEDO PIE DCHO|924.3||0
HEMATOMA SUBUNGUEAL DEDO 1º PIE IZ|924.3||0
HEMATOMA SUBUNGUEAL TERCER DEDO MANO DER|923.3||0
HEMATOMA SUBUNGUEAL 5º DEDO MANO IZDA|923.3||0
HEMATOMA SUPERFICIAL MAMA IZQ|922.0||0
HEMATOMA VAGINAL|623.6||1
HEMATOMA VARICOSO MIIZQ|454.9||0
HEMATOMA VASTO EXTERNO|924.00||0
HEMATOMA VASTO INTERNO MUSLO IZQ|924.00||0
HEMATOMAS|924.8||0
HEMATOMAS EN PIEL.|924.9||0
HEMATOMAS ESPONTANEOS|782.7||0
HEMATOMAS MMII|924.5||0
HEMATOMAS SUBUNGUEALES|924.9||0
HEMATOQUECIA|578.1||0
HEMATURIA|599.7||0
HEMATURIA|599.7||1
HEMATURIA A FILIAR|599.7||0
HEMATURIA ASINTOMATICA|599.7||0
HEMATURIA EN ESTUDIO|599.7||0
HEMATURIA FRANCA|599.7||0
HEMATURIA INDOLORA|599.7||0
HEMATURIA INTERMITENTE|599.7||0
HEMATURIA LEVE|599.7||0
HEMATURIA MACROSCOPICA|599.7||0
HEMATURIA MACROSCOPICA.|599.7||0
