COD_PROC_URG|TITULO
76.11|BIOPSIA DE HUESO FACIAL
76.19|OTROS PROC.DIAGN. SOBRE HUESOS Y ARTICULACIONES FACIALES
76.2|EXCISION LOCAL O DESTRUCCION DE LESIONES DE HUESO FACIAL
76.3|OSTECTOMIA PARCIAL DE HUESO FACIAL
76.31|MANDIBULECTOMIA PARCIAL
76.39|OSTECTOMIA PARCIAL DE OTRO HUESO FACIAL
76.4|EXCISION Y RECONSTRUCCION DE HUESOS FACIALES
76.41|MANDIBULECTOMIA TOTAL CON RECONSTRUCCION SIMULTANEA
76.42|OTRA MANDIBULECTOMIA TOTAL
76.43|OTRA RECONSTRUCCION DE MANDIBULA
76.44|OSTECTOMIA TOTAL DE OTRO HUESO FACIAL CON RECONSTRUC. SIMULT
76.45|OTRA OSTECTOMIA TOTAL DE OTRO HUESO FACIAL
76.46|OTRA RECONSTRUCCION DE OTRO HUESO FACIAL
76.5|ARTROPLASTIA TEMPOROMANDIBULAR
76.6|OTRA REPARACION DE HUESO FACIAL Y CIRUGIA ORTOGNATICA
76.61|OSTEOPLASTIA CERRADA [OSTEOTOMIA] DE RAMA MANDIBULAR
76.62|OSTEOPLASTIA ABIERTA [OSTEOTOMIA] DE RAMA MANDIBULAR
76.63|OSTEOPLASTIA [OSTEOTOMIA] DE CUERPO DE MANDIBULA
76.64|OTRA CIRUGIA ORTOGNATICA SOBRE MANDIBULA
76.65|OSTEOPLASTIA [OSTEOTOMIA] SEGMENTARIA DE MAXILAR
76.66|OSTEOPLASTIA TOTAL [OSTEOTOMIA] DE MAXILAR
76.67|GENIOPLASTIA DE REDUCCION
76.68|GENIOPLASTIA DE AUMENTO
76.69|OTRA REPARACION DE HUESO FACIAL
76.7|REDUCCION DE FRACTURA FACIAL
76.70|REDUCCION DE FRACTURA FACIAL, N. E. O. M.
76.71|REDUCCION CERRADA DE FRACTURA MALAR Y CIGOMATICA
76.72|REDUCCION ABIERTA DE FRACTURA MALAR Y CIGOMATICA
76.73|REDUCCION CERRADA DE FRACTURA DE MAXILAR
76.74|REDUCCION ABIERTA DE FRACTURA DE MAXILAR
76.75|REDUCCION CERRADA DE FRACTURA MANDIBULAR
76.76|REDUCCION ABIERTA DE FRACTURA MANDIBULAR
76.77|REDUCCION ABIERTA DE FRACTURA ALVEOLAR
76.78|OTRA REDUCCION CERRADA DE FRACTURA FACIAL
76.79|OTRA REDUCCION ABIERTA DE FRACTURA FACIAL
76.9|OTRAS OPERACIONES SOBRE HUESOS Y ARTICULACIONES FACIALES
76.91|INJERTO OSEO A HUESO FACIAL
76.92|INSERCION DE IMPLANTE SINTETICO EN HUESO FACIAL
76.93|REDUCCION CERRADA DE DISLOCACION TEMPOROMANDIBULAR
76.94|REDUCCION ABIERTA DE DISLOCACION TEMPOROMANDIBULAR
76.95|OTRA MANIPULACION DE ARTICULACION TEMPOROMANDIBULAR
76.96|INYECION DE SUSTANCIA TERAPEUTICA EN ARTICUL. TEMPOROMANDIBU
76.97|EXTRACCION DE DISPOSITIVO DE FIJACION INTERNA DE HUESO FACIA
76.99|OTRA OPERACION SOBRE HUESOS Y ARTICULACIONES FACIALES NCOC
77|INCISION,EXCISION Y DIVISION DE OTROS HUESOS
77.0|SECUESTRECTOMIA
77.00|SECUESTRECTOMIA SITIO NO ESPECIFICADO
77.01|SECUESTRECTOMIA DE ESCAP. CLAVIC.Y TORAX [COSTILLAS Y ESTERN
77.02|SECUESTRECTOMIA DE HUMERO
77.03|SECUESTRECTOMIA DE RADIO Y CUBITO
77.04|SECUESTRECTOMIA DE CARPIANOS Y METACARPIANOS
77.05|SECUESTRECTOMIA DE FEMUR
77.06|SECUESTRECTOMIA DE ROTULA
77.07|SECUESTRECTOMIA DE TIBIA Y PERONE
77.08|SECUESTRECTOMIA DE TARSIANOS Y METATARSIANOS
77.09|SECUESTRECTOIMIA DE OTRO HUESOS NCOC
77.1|OTRA INCISION DE HUESO SIN DIVISION
77.10|OTRA INCISION DE HUESO SIN DIVISION SITIO NO ESPECIFICADO
77.11|OTRS INC. DE HUSO ESCAP. CLAV. Y TORAX [COSTILLAS Y ESTERNON
77.12|OTRA INCISION DE HUESO SIN DIVISION DE HUMERO
77.13|OTRA INCISION DE HUESO SIN DIVISION DE RADIO Y CUBITO
77.14|OTRA INCISION DE HUESO SIN DIVISION CARPIANOS Y METACARPIANO
77.15|OTRA INCISION DE HUESO SIN DIVISION DE FEMUR
77.16|OTRA INCISION DE HUESO SIN DIVISION DE ROTULA
77.17|OTRA INCISION DE HUESO SIN DIVISION DE TIBIA Y PERONE
77.18|OTRA INCISION DE HUESO SIN DIVISION TARSIANOS Y METATARSIANO
77.19|OTRA INCISION DE HUESO SIN DIVISION EN OTRO HUESO NCOC
77.2|OSTEOTOMIA EN CUÐA
77.20|OSTEOTOMIA EN CUÐA DE SITIO NO ESPECIFICADO
77.21|OSTEOT. CUÐA ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERN
77.22|OSTEOTOMIA EN CUÐA DE HUMERO
77.23|OTEOTOMIA EN CUÐA RADIO Y CUBITO
77.24|OSTEOTOMIA EN CUÐA DE CARPIANOS Y METACARPIANOS
77.25|OSTEOTOMIA EN CUÐA DE FEMUR
77.26|OSTEOTOMIA EN CUÐA DE ROTULA
77.27|OSTEOTOMIA EN CUÐA DE TIBIA Y PERONE
77.28|OSTEOTOMIA EN CUÐA DE TARSIANOS Y METATARSIANOS
77.29|OTEOTOMIA EN CUÐA DE OTRO HUESO NCOC
77.3|OTRA DIVISION DE HUESO
77.30|OSTEOARTROTOMIA SITIO NO ESPECIFICADO
77.31|OSTEOARTRO.ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNON
77.32|OSTEOARTROTOMIA DE HUMERO
77.33|OSTEOARTROTOMIA DE RADIO Y CUBITO
77.34|OSTEOARTROTOMIA DE CARPIANOS Y METACARPIANOS
77.35|OSTEOARTROTOMIA DE FEMUR
77.36|OSTEOARTROTOMIA DE ROTULA
77.37|OSTEOARTROTOMIA DE TIBIA Y PERONE
77.38|OSTEOARTROTOMIA DE TARSIANOS Y METATARSIANOS
77.39|OSTEOARTROTOMIA DE OTRO HUESO NCOC
77.4|BIOPSIA DE HUESO
77.40|BIOPSIA DE HUESO SITIO NO ESPECIFICADO
77.41|BIOP. HUESO ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNO
77.42|BIOPSIA DE HUMERO
77.43|BIOPSIA DE RADIO Y CUBITO
77.44|BIOPSIA DE CARPIANOS Y METACARPIANOS
77.45|BIOPSIA DE FEMUR
77.46|BIOPSIA DE ROTULA
77.47|BIOPSIA DE TIBIA Y PERONE
77.48|BIOPSIA DE TARSIANOS Y METATARSIANOS
77.49|BIOPSIA DE OTRO HUESO NCOC
77.5|EXCISION DE BURSITIS Y HALLUX VALGUS
77.51|BURSECT.CON CORREC.DE TEJIDO BLANDO Y OSTEOTOMIA DEL 1ER MET
77.52|BURSECTOMIA CON CORRECION DE TEJIDO BLANDO Y ARTRODESIS
77.53|OTRA BURSECTOMIA CON CORRECCION DE TEJIDO BLANDO
77.54|EXCISION DE HALLUX-VALGUS
77.56|REPARACION DE DEDO DEL PIE EN MARTILLO
77.57|REPARACION DE DEDO DEL PIE EN GARRA
77.58|OTRA EXCISION, FUSION Y REPARACION DE DEDOS DE LOS PIES
77.59|OTRA BUNIONECTOMIA
77.6|EXCISION LOCAL DE LESION O TEJIDO DE HUESO
77.60|EXCS.LOCAL DE LESION O TEJ.HUESO SITIO NO ESPECIFICADO
77.61|EXC.LOCAL ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNON]
77.62|EXCISION LOCAL DE LESION O TEJ. DE HUESO HUMERO
77.63|EXCISION LOCAL DE LESION O TEJ. DE HUESO DE RADIO Y CUBITO
77.64|EXCISION LOCAL DE LESION O TEJ. HUESO CARPIANOS Y METACARPIA
77.65|EXCISION LOCAL DE LESION O TEJ. HUESO DE FEMUR
77.66|EXCISION LOCAL DE LESION O TEJ. HUESO DE ROTULA
77.67|EXCISION LOCAL DE LESION O TEJ. HUESO DE TIBIA Y PERONE
77.68|EXCISION LOCAL DE LESION O TEJ. HUESO TARSIANOS Y METATARSIA
77.69|EXCISION LOCAL DE LESION O TEJ. OTRO HUESO NCOC
77.7|EXCISION DE HUESO PARA INJERTO
77.70|EXC. DE HUESO PARA INJERTO SITIO NO ESPECIFICADO
77.71|EXC. HUESO PARA INJERTO ESCAP.CLAVIC.Y TORAX [COSTILL.Y ESTE
77.72|EXCISION DE HUESO PARA INJERTO DE HUMERO
77.73|EXCISION DE HUESO PARA INJERTO DE RADIO Y CUBITO
77.74|EXCISION DE HUESO PARA INJERTO DE CARPIANOS Y METACARPIANOS
77.75|EXCISION DE HUESO PARA INJERTO DE FEMUR
77.76|EXCISION DE HUESO PARA INJERTO DE ROTULA
77.77|EXCISION DE HUESO PARA INJERTO DE TIBIA Y PERONE
77.78|EXCISION DE HUESO PARA INJERTO DE TARSIANOS Y METATARSIANOS
77.79|EXCISION PARA HUESO DE OTRO HUESO NCOC
77.8|OTRA OSTECTOMIA PARCIAL
77.80|OTRA OSTECTOMIA PARCIAL SITIO NO ESPECIFICADO
77.81|OSTECT. PAR.ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNO
77.82|OTRA OSTECTOMIA PARCIAL HUMERO
77.83|OTRA OSTECTOMIA PARCIAL RADIO Y CUBITO
77.84|OTRA OSTECTOMIA PARCIAL DE CARPIANOS Y METACARPIANOS
77.85|OTRA OSTECTOMIA PARCIAL DE FEMUR
77.86|OTRA OSTECTOMIA PARCIAL DE ROTULA
77.87|OTRA OSTECTOMIA PARCIAL DE TIBIA Y PERONE
77.88|OTRA OSTECTOMIA PARCIAL DE TARSIANOS Y METATARSIANOS
77.89|OTRA OSTECTOMIA PARCIAL DE OTRO HUESO NCOC
77.9|OSTECTOMIA TOTAL
77.90|OSTECTOMIA TOTAL DE SITIO NO ESPECIFICADO
77.91|OESTEC.TOTAL ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERN
77.92|OSTECTOMIA TOTAL DE HUMERO
77.93|OSTECTOMIA TOTAL DE RADIO Y CUBITO
77.94|OESTECTOMIA TOTAL DE CARPIANOS Y METACARPIANOS
77.95|OSTECTOMIA TOTAL DE FEMUR
77.96|OSTECTOMIA TOTAL DE ROTULA
77.97|OSTECTOMIA TOTAL DE TIBIA Y PERONE
77.98|OSTECTOMIA TOTAL DE TARSIANOS Y METATARSIANOS
77.99|OSTECTOMIA DE OTRO HUESO NCOC
78|OTRAS OPERACIONES SOBRE HUESOS,SALVO HUESOS FACIALES
78.0|INJERTO DE HUESO
78.00|INJERTO DE HUESO EN SITIO NO ESPECIFICA
78.01|INJERTO DE HUESO EN .ESCAP.CLAV.Y TORAX [COST. Y ESTERNON
78.02|INJERTO EN  HUMERO
78.03|INJERTO EN RADIO Y CUBITO
78.04|INJERTO EN CARPIANOS Y METACARPIANOS
78.05|INJERTO EN FEMUR
78.06|INJERTO EN ROTULA
78.07|INJERTO EN TIBIA Y PERONE
78.08|INJERTO EN TARSIANOS Y METATARSIANOS
78.09|INJERTO EN OTRO HUESO SALVO FACIALES
78.1|APLICACION DE DISPOSITIVO EXTERNO DE FIJACION
78.10|APLICACION DE DISPOSITIVO EXTERNO SITIO NO ESPECIFICADO
78.11|A.DISPOSIT. EXTER.ESCAP.CLAVI.Y TORAX [COSTILLAS Y ESTERNON
78.12|APLICACION DISPOSITIVO EXTERNO EN HUMERO
78.13|APLICACION DISPOSITIVO EXTERNO EN RADIO Y CUBITO
78.14|APLICACION DISPOSITIVO EXTERNO EN CARPIANOS Y METACARPIANOS
78.15|APLICACION DISPOSITIVO EXTERNO EN FEMUR
78.16|APLICACION DISPOSITIVO EXTERNO EN ROTULA
78.17|APLICACION DISPOSITIVO EXTERNO EN TIBIA Y PERONE
78.18|APLICACION DISPOSITIVO EXTERNO EN TARSIANOS Y METATARSIANOS
78.19|APLICACION DISPOSITIVO EXTERNO EN OTRO HUSO SALVO FACIALES
78.2|PROCEDIMIENTO DE ACORTAMIENTO DE EXTREMIDADES
78.20|PROCED.DE ACORTAMIENTO DE EXTREMIDADES SITIO NO ESPECIFICADO
78.22|PROCEDIMIENTO DE ACORTAMIENTO DE HUMERO
78.23|PROCEDIMIENTO DE ACORTAMIENTO DE RADIO Y CUBITO
78.24|PROCEDIMIENTO DE ACORTAMIENTO DE CARPIANOS Y METACARPIANOS
78.25|PROCEDIMIENTO DE ACORTAMIENTO DE FEMUR
78.27|PROCEDIMIENTO DE ACORTAMIENTO DE TIBIA Y PERONE
78.28|PROCEDIMIENTO DE ACORTAMIENTO DE TARSIANOS Y METATARSIANOS
78.29|PROCEDIMIENTO DE ACORTAMIENTO DE OTROS HUESO SALVO FACIALES
78.3|PROCEDIMIENTO DE ALARGAMIENTO DE ESTREMIDADES
78.30|PROCED.ALAR. DE HUESO DE SITIO NO ESPECIFICADO
78.32|PROCED.ALAR. DE HUMERO
78.33|PROCED.ALAR. DE RADIO Y CUBITO
78.34|PROCED.ALAR. DE CARPIANOS Y METACARPIANOS
78.35|PROCED.ALAR. DE FEMUR
78.37|PROCED.ALAR. DE TIBIA Y PERONE
78.38|PROCED.ALAR. DE TARSIANOS Y METATARSIANOS
78.39|PROCED.ALAR. DE OTRO HUESO SALVO FACIALES
78.4|OTRAS OPERACIONES DE REPARACION O PLASTIA SOBRE HUESO
78.40|PLASTA SOBRE HUESO SITIO NO ESPECIFICADO
78.41|PLASTIA EN ESCAP.CLAV.Y TORAX [COSTILLAS Y ESTERNON]
78.42|PLASTIA EN HUMERO
78.43|PLASTIA EN RADIO Y CUBITO
78.44|PLASTIA EN CARPIANOS Y METACARPIANOS
78.45|PLASTIA EN FEMUR
78.46|PLASTIA EN ROTULA
78.47|PLASTIA EN TIBIA Y PERONE
78.48|PLASTIA EN TARSIANOS Y METATARSIANOS
78.49|PLASTIA EN OTRO HUSO
78.5|FIJACION INTERNA DE HUESO SIN REDUCCION DE FRACTURA
78.50|FIJ. INT. DE HUESO SIN REDUCC. DE FRACT.SITIO NO ESPECIFICAD
78.51|FIJ.INT.ESCAP.CLAV.Y TORAX [COSTIL.Y ESTERNON]SIN RED. FRACT
78.52|FIJ.INT DE HUMERO SIN REDUCCION DE FRACTURA
78.53|FIJ.INT.DE RADIO Y CUBITO SIN REDUCCION DE FRACTURA
78.54|FIJ.INT.DE CARPIANOS Y METACARPIANOS SIN REDUCCION DE FRACT.
78.55|FIJ. INT. DE FEMUR SIN REDUCCION DE FRACTURA
78.56|FIJ.INY. DE ROTULA SIN REDUCCION DE FRACTURA
78.57|FIJ.INT. DE TIBIA Y PERONE SIN REDUCCION DE FRACTURA
78.58|FIJ.INT. DE TARSIANOS Y METATARSIANOS SIN REDUCCION DE FRACT
78.59|FIJ.INT.DE OTRO HUESO SIN REDUCCION DE FRACTURA
78.6|EXTRACCION DE DISPOSITIVO DE FIJACION INTERNA
78.60|EXTRA.DISP.INT. SITIO NO ESPECIFICADO
78.61|EXTRA.DISP.INT. DE ESCAP.CLAV. Y TORAX [COSTILLAS Y ESTERNON
78.62|EXTRA.DISP.INT DE HUMERO
78.63|EXTRA. DISP. INT. DE RADIO Y CUBITO
78.64|EXTRA. DISP. INT. DE CARPIANOS Y METACARPIANOS
78.65|EXTRA. DISP. INT. DE FEMUR
78.66|EXTRA. DISP. INT. DE ROTULA
78.67|EXTRA. DISP. SINT. DE TIBIA Y PERONE
78.68|EXTRA. DISP. INT. DE TARSIANOS Y METATARSIANOS
78.69|EXTRA. DISP. INT DE OTRO HUESO
78.7|OSTEOCLASIA
78.70|OSTEOCLASIA DE SITIO NO ESPECIFICADO
78.71|OSTEOCLASIA ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNO
78.72|OSTEOCLASIA DE HUMERO
78.73|OSTEOCLASIA DE RADIO Y CUBITO
78.74|OSTEOCLASIA DE CARPIANOS Y METACARPIANOS
78.75|OSTEOCLASIA DE FEMUR
78.76|OSTEOCLASIA DE ROTULA
78.77|OSTEOCLASIA DE TIBIA Y PERONE
78.78|OSTEOCLASIA DE TARSIANOS Y METATARSIANOS
78.79|OSTEOCLASIA DE OTRO HUESO
78.8|PROCEDIMIENTOS DIAGNOSTICOS SOBRE HUESO [NCOC]
78.80|PROC.DIAG.SOBRE HUESO NCOC SITIO NO ESPECIFICADO
78.81|PROC.DIAG.SOBRE ESCAP.CLAV.Y TORAX [COSTI.Y ESTERNON NCOC
78.82|PROC.DIAG.SOBRE HUMERO NCOC
78.83|PROC.DIAG.SOBRE RADIO Y CUBITO NCOC
78.84|PROC.DIAG.SOBRE CARPIANOS Y METACARPIANOS NCOC
78.85|PROC.DIAG.SOBRE FEMUR NCOC
78.86|PROC.DIAG.SOBRE ROTULA NCOC
78.87|PROC.DIAG.SOBRE TIBIA Y PERONE NCOC
78.88|PROC.DIAG.SOBRE TARSIANOS Y METATARSIANOS NCOC
78.89|PROC.DIAG.SOBRE OTRO HUESO NCOC
78.9|INSERCION DE ESTIMULADOR DEL CRECIMIENTO OSEO
78.90|INSERCION DE ESTIMULADOR DEL CREC. OSEO SITIO NO ESPECIFICAD
78.91|INS.ESTIMU.CRE.O.EN ESCAP.CLAV.Y TORAX [COSTILLAS Y ESTERNON
78.92|INSERCION DE ESTIMULADOR DEL CRECIMIENTO OSEO EN HUMERO
78.93|INSERCION DE ESTIMUL. DEL CRECIMIENTO OSEO EN RADIO Y CUBITO
78.94|INS.DE ESTIMUL. DEL CREC. OSEO EN CARPIANOS Y METACARPIANOS
78.95|INSERCION DE ESTIMULADOR DEL CRECIMIENTO OSEO EN FEMUR
78.96|INSERCION DE ESTIMULADOR DEL CRECIMIENTO OSEO EN ROTULA
78.97|INSERCION DE ESTIMUL. DEL CRECIMIENTO OSEO EN TIBIA Y PERONE
78.98|INS. DE ESTIMUL. DE CREC. OSEO EN TARSIANOS Y METATARSIANOS
78.99|INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO EN OTRO HUESO
79|REDUCION DE FRACTURA Y LUXACION
79.0|REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA
79.00|RED. CERRADA DE FRACT. SIN FIJ.INT.SITIO NO ESPECIFICADO
79.01|RED. CERRADA DE FRACT. SIN FIJ.INT EN HUMERO
79.02|RED. CERRADA DE FRACT. SIN FIJ.INT. EN RADIO Y CUBITO
79.03|RED. CERRADA DE FRACT.SIN FIJ.INT EN CARPIANO Y METACARPIANO
79.04|RED. CERRADA DE FRACT.SIN FIJ.INT EN FALANGES DE MANO
79.05|RED. CERRADA DE FRACT. SIN FIJ.INT. EN FEMUR
79.06|RED. CERRADA DE FRACT. SIN FIJ.INT. EN TIBIA Y PERONE
79.07|RED. CERRADA DE FRACT.SIN FIJ.INT EN TARSIANO Y METATARSIANO
79.08|RED. CERRADA DE FRACT. SIN FIJ.INT. EN FALANGES DE PIE
79.09|RED. CERRADA DE FRACT. SIN FIJ.INT OTRO HUESO ESPECIFICADO
79.1|REDUCCION CERRADA DE FRACTURA CON FIJACION INTERNA
79.10|RED. CERRADA DE FRACT. CON FIJ.INT. SITIO NO ESPECIFICADO
79.11|RED. CERRADA DE FRACT. CON FIJ.INT EN HUMERO
79.12|RED. CERRADA DE FRACT. CON FIJ.INT. EN RADIO Y CUBITO
79.13|RED. CERRADA DE FRACT. CON FIJ.INT EN CARPIANO Y METACARPIAN
79.14|RED. CERRADA DE FRACT. CON FIJ.INT EN FALANGES DE MANO
79.15|RED. CERRADA DE FRACT.CON FIJ.INT. EN FEMUR
79.16|RED. CERRADA DE FRACT. CON FIJ.INT EN TIBIA Y PERONE
79.17|RED. CERRADA DE FRACT. CON FIJ.INT.EN TARSIANO Y METATARSIAN
79.18|RED. CERRADA DE FRACT. CON FIJ.INT EN FALANGES DE PIE
79.19|RED. CERRADA DE FRACT. CON FIJ.INT EN OTRO HUESO ESPECIFICAD
79.2|REDUCCION ABIERTA DE FRACTURA SIN FIJACION INTERNA
79.20|RED. ABIERTA DE FRACT. SIN FIJ.INT. SITIO NO ESPECIFICADO
79.21|RED. ABIERTA DE FRACT. SIN FIJ.INT EN HUMERO
79.22|RED. ABIERTA DE FRACT. SIN FIJ.INT EN RADIO Y CUBITO
79.23|RED. ABIERTA DE FRACT. SIN FIJ.INT EN CARPIANO Y METACARPIAN
79.24|RED. ABIERTA DE FRACT. SIN FIJ.INT EN FALANGES DE MANO
79.25|RED. ABIERTA DE FRACT. SIN FIJ.INT EN FEMUR
79.26|RED. ABIERTA DE FRACT. SIN FIJ.INT EN TIBIA Y PERONE
79.27|RED. ABIERTA DE FRACT. SIN FIJ.INT EN TARSIANO Y METATARSIAN
79.28|RED. ABIERTA DE FRACT. SIN FIJ.INT EN FALANGES DE PIE
79.29|RED. ABIERTA DE FRACT. SIN FIJ.INT EN OTRO HUESO ESPECIFICAD
79.3|REDUCCION ABIERTA DE FRACTURA CON FIJACION INTERNA
79.30|RED. ABIERTA DE FRACT. CON FIJ.INT SITIO NO ESPECIFICADO
79.31|RED. ABIERTA DE FRACT. CON FIJACION INTERNA-HUMERO
79.32|RED. ABIERTA DE FRACT. CON FIJACION INTERNA-RADIO Y CUBITO
79.33|RED. ABIERT DE FRACT. CON FIJAC INTERNA-CARPIANO Y METACARPI
79.34|RED. ABIERTA DE FRACT. CON FIJAC INTERNA-FALANGES DE MANO
79.35|RED. ABIERTA DE FRACT. CON FIJACION INTERNA-FEMUR
79.36|RED. ABIERTA DE FRACT CON FIJACION INTERNA-TIBIA Y PERONE
79.37|RED. ABIERTA DE FRACT CON FIJAC INTERN-TARSIAN Y METATARSIAN
79.38|RED. ABIERTA DE FRACT CON FIJACION INTERNA-FALANGES DE PIE
79.39|RED. ABIERTA DE FRACT CON FIJAC INTERNA-OTRO HUESO ESPECIFIC
79.4|REDUCCION CERRADA PARA LAS EPIFISIOLISIS
79.40|RED. CERRADA PARA EPIFISIOLISIS SITIO NO ESPECIFICADO
79.41|RED. CERRADA PARA EPIFISIOLISIS DE HUMERO
79.42|RED. CERRADA PARA EPIFISIOLISIS DE RADIO Y CUBITO
79.45|RED. CERRADA PARA EPIFISIOLISIS DE FEMUR
79.46|RED. CERRADA PARA EPIFISIOLISIS DE TIBIA Y PERONE
79.49|RED. CERRADA PARA OTRO HUESO ESPECIFICADO
79.5|REDUCCION ABIERTA DE LAS EPIFISIOLISIS
79.50|RED. ABIERTA DE EPIFISIOLISIS SITIO NO ESPECIFICADO
79.51|RED. ABIERTA DE EPIFISIOLISIS EN HUMERO
79.52|RED. ABIERTA DE EPIFISIOLISIS EN RADIO Y CUBITO
79.55|RED. ABIERTA DE EPIFISIOLISIS EN FEMUR
79.56|RED. ABIERTA DE EPIFISIOLISIS EN TIBIA Y PERONE
79.59|RED. ABIERTA DE EPIFISIOLISIS EN OTRO HUESO ESPECIFICADO
79.6|DESBRIDAMIENTO DE SITIO DE FRACTURA ABIERTA
79.60|DESBRIDAMIENTO FRACT. ABIERTA EN SITIO NO ESPECIFICADO
79.61|DESBRIDAMIENTO FRACT. ABIERTA EN HUMERO
79.62|DESBRIDAMEINTO FRACT. ABIERTA EN RADIO Y CUBITO
79.63|DESBRIDAMIENTO FRACT. ABIERTA EN CARPIANOS Y METACARPIANOS
79.64|DESBRIDAMIENTO FRACT. ABIERTA EN FALANGES DE MANO
79.65|DESBRIDAMEINTO FRACT. ABIERTA EN FEMUR
79.66|DESBRIDAMEINTO FRACT. ABIERTA EN TIBIA Y PERONE
79.67|DESBRIDAMIENTO FRACT. ABIERTA EN TARSIANOS Y METATARSIANOS
79.68|DESBRIDAMIENTO FRACT. ABIERTA EN FALANGES DE PIE
79.69|DESBRIDAMIENTO FRACT. ABIERTA EN OTRO HUESO ESPECIFICADO
79.7|REDUCCION CERRADA DE LUXACION
79.70|REDUCCION CERRADA DE LUXACION DE SITIO NO ESPECIFICADO
79.71|REDUCCION CERRADA DE LUXACION DE HOMBRO
79.72|REDUCCION CERRADA DE LUXACION DE CODO
79.73|REDUCCION CERRADA DE LUXACION DE MUÐECA
79.74|REDUCCION CERRADA DE LUXACION DE MANO Y DEDO
79.75|REDUCCION CERRADA DE LUXACION DE CADERA
79.76|REDUCCION CERRADA DE LUXACION DE RODILLA
79.77|REDUCCION CERRADA DE LUXACION DE TOBILLO
79.78|REDUCCION CERRADA DE LUXACION DE PIE Y DEDO DE PIE
79.79|REDUCCION CERRADA DE LUXACION DE OTROS SITIOS ESPECIFICADOS
79.8|REDUCCION ABIERTA DE LUXACION
79.80|REDUCCION ABIERTA DE LUXACION DE SITIO NO ESPECIFICADO
79.81|REDUCCION ABIERTA DE LUXACION DE HOMBRO
79.82|REDUCCION ABIERTA DE LUXACION DE CODO
79.83|REDUCCION ABIERTA DE LUXACION DE MUÐECA
79.84|REDUCCION ABIERTA DE LUXACION DE MANO Y DEDO DE MANO
79.85|REDUCCION ABIERTA DE LUXACION DE CADERA
79.86|REDUCCION ABIERTA DE LUXACION DE RODILLA
79.87|REDUCCION ABIERTA DE LUXACION DE TOBILLO
79.88|REDUCCION ABIERTA DE LUXACION DE PIE Y DEDO DE PIE
79.89|REDUCCION ABIERTA DE LUXACION DE OTROS SITIOS ESPECIFICADOS
79.9|OPERACION NO ESPECIFICADA SOBRE LESION DE HUESO
79.90|OPERACION NO ESPECIF. SOBRE HUESO SITIO NO ESPECIFICADO
79.91|OPERACION NO ESPECIF. SOBRE LESION DE HUMERO
79.92|OPERACION NO ESPECIF. SOBRE LESION DE RADIO Y CUBITO
79.93|OPERACION NO ESPECIF. SOBRE LESION CARPIANOS Y METACARPIANOS
79.94|OPERACION NO ESPECIF. SOBRE LESION DE FALANGES DE MANO
79.95|OPERACION NO ESPECIF. SOBRE LESION DE FEMUR
79.96|OPERACION NO ESPECIFICADA SOBRE LESION DE TIBIA Y PERONE
79.97|OPERACION NO ESPECIF. SOBRE LESION DE TARSIANOS Y METATARSIA
79.98|OPERACION NO ESPECIF. SOBRE LESION DE FALANGES DE PIE
79.99|OPERACION NO ESPECIF. SOBRE LESION DE OTRO HUESO ESPECIFICAD
80|INCISION Y EXCISION DE ESTRUCTURA DE LA ARTICULACION
80.0|ARTROTOMIA PARA EXTRACCION DE PROTESIS
80.00|ARTROTOMIA PARA EXTRAC. DE PROTESIS SITIO NO ESPECIFICADO
80.01|ARTROTOMIA PARA EXTRACCION DE PROTESIS DE HOMBRO
80.02|ARTROTOMIA PARA EXTRACCION DE PROTESIS DE CODO
80.03|ARTROTOMIA PARA EXTRACCION DE PROTESIS DE MUÐECA
80.04|ARTROTOMIA PARA EXTRACCION DE PROTESI DE MANO Y DEDO DE MANO
80.05|ARTROTOMIA PARA EXTRACCION DE PROTESIS DE CADERA
80.06|ARTROTOMIA PARA EXTRACCION DE PROTESIS DE RODILLA
80.07|ARTROTOMIA PARA EXTRACCION DE PROTESIS DE TOBILLO
80.08|ARTROTOMIA PARA EXTRACCION DE PROTESIS DE PIE Y DEDO DE PIE
80.09|ARTROTOMIA PARA EXTRACCION DE PROT.OTROS SITIOS ESPECIFICADO
80.1|OTRA ARTROTOMIA
80.10|OTRA ARTROTOMIA DE SITIO NO ESPECIFICADO
80.11|OTRA ARTROTOMIA DE HOMBRO
80.12|OTRA ARTROTOMIA DE CODO
80.13|OTRA ARTROTOMIA DE MUÐECA
80.14|OTRA ARTROTOMIA DE MANO Y DEDO DE MANO
80.15|OTRA ARTROTOMIA DE CADERA
80.16|OTRA ARTROTOMIA DE RODILLA
80.17|OTRA ARTROTOMIA DE TOBILLO
80.18|OTRA ARTROTOMIA DE PIE Y DEDO DE PIE
80.19|OTRA ARTROTOMIA DE OTROS SITIOS ESPECIFICADOS
